cnty_fips,percent_inactive,percent_smoking,percent_high_blood_pressure,percent_coronary_heart_disease,percent_stroke,percent_high_cholesterol,FIPS_x,NonVetsDisabilty,FIPS_y,VetsDisabilty
18063,20.7,16.5,32.4,5.7,2.5,34.1,18063,6996.0,18063,448.0
18065,26.3,22.0,39.4,8.5,3.7,36.6,18065,3916.0,18065,495.0
18067,30.4,20.5,39.5,8.0,3.6,36.5,18067,6462.0,18067,480.0
18069,24.4,20.8,35.2,7.7,3.4,35.1,18069,2394.0,18069,234.0
18071,30.6,21.7,36.2,7.9,3.6,34.3,18071,3304.0,18071,234.0
18073,24.4,20.8,35.6,7.6,3.3,35.5,18073,2448.0,18073,194.0
18075,23.4,23.4,38.0,8.7,3.9,36.1,18075,1560.0,18075,93.0
18077,26.3,22.4,36.0,8.0,3.6,34.8,18077,2848.0,18077,145.0
18079,27.5,22.0,37.3,7.8,3.5,35.6,18079,2349.0,18079,583.0
18081,25.4,18.0,32.4,6.3,2.7,33.8,18081,7423.0,18081,926.0
18085,25.9,19.4,34.6,7.4,3.2,34.2,18085,4748.0,18085,523.0
18087,24.6,24.4,34.7,7.7,3.5,34.9,18087,2249.0,18087,100.0
18091,27.2,22.4,39.1,8.0,3.7,36.3,18091,7155.0,18091,781.0
18093,28.4,21.0,37.9,8.4,3.7,37.1,18093,3204.0,18093,506.0
18095,29.1,22.7,38.1,8.2,3.8,34.6,18095,12288.0,18095,940.0
18097,29.5,21.4,35.0,6.7,3.4,31.1,18097,69005.0,18097,5519.0
18099,28.8,20.6,36.7,8.3,3.7,34.1,18099,2504.0,18099,219.0
18101,21.7,21.7,38.7,8.6,3.8,36.7,18101,696.0,18101,109.0
18103,25.6,23.4,37.5,8.4,3.8,35.6,18103,2384.0,18103,617.0
18105,19.2,16.3,27.4,5.4,2.6,28.5,18105,7814.0,18105,624.0
18107,31.0,20.9,37.0,8.0,3.5,35.6,18107,2715.0,18107,141.0
18109,27.2,20.4,37.0,7.4,3.3,34.5,18109,4696.0,18109,600.0
18113,24.9,20.6,34.8,7.5,3.3,33.8,18113,3476.0,18113,285.0
18115,21.6,20.5,39.3,8.8,3.8,38.0,18115,449.0,18115,26.0
18117,23.8,22.7,39.9,9.0,4.1,37.7,18117,1779.0,18117,220.0
18119,26.4,23.3,40.2,9.1,4.1,37.9,18119,1934.0,18119,236.0
18127,22.7,17.0,34.0,6.8,2.9,31.6,18127,9173.0,18127,493.0
18131,22.2,21.8,38.9,8.7,3.8,36.3,18131,1100.0,18131,63.0
18133,27.9,20.4,34.0,7.3,3.2,34.5,18133,1932.0,18133,197.0
18135,25.3,21.4,39.2,8.8,3.9,36.8,18135,2083.0,18135,201.0
18137,29.0,20.5,35.9,7.9,3.5,34.7,18137,1972.0,18137,235.0
18139,26.8,22.8,37.4,8.5,3.8,36.1,18139,1193.0,18139,170.0
18141,24.7,18.4,34.0,7.0,3.3,31.2,18141,17723.0,18141,1005.0
18143,24.7,25.7,38.2,8.7,4.0,36.8,18143,3059.0,18143,223.0
18145,25.4,21.7,36.2,7.7,3.4,36.7,18145,2909.0,18145,290.0
18149,24.7,24.4,38.7,9.1,4.1,36.0,18149,1930.0,18149,113.0
18151,23.9,19.4,36.2,8.2,3.5,35.0,18151,1823.0,18151,199.0
18155,23.1,26.8,40.5,9.8,4.5,37.0,18155,1033.0,18155,114.0
18157,25.6,16.3,27.2,5.5,2.5,28.4,18157,8569.0,18157,483.0
18159,21.5,18.7,37.5,8.1,3.5,36.7,18159,1011.0,18159,112.0
18161,19.3,20.5,37.4,8.0,3.5,36.2,18161,574.0,18161,49.0
18169,25.2,20.3,37.3,8.6,3.8,36.2,18169,2046.0,18169,95.0
18175,25.4,23.9,37.7,8.5,3.8,36.3,18175,2708.0,18175,120.0
18177,27.7,21.4,38.0,8.3,3.9,35.3,18177,5864.0,18177,540.0
18179,23.5,20.6,36.2,7.8,3.4,35.1,18179,1656.0,18179,120.0
18181,25.4,19.9,36.4,8.4,3.7,36.0,18181,1907.0,18181,136.0
18183,24.8,19.5,36.2,7.7,3.3,35.8,18183,2011.0,18183,147.0
21015,20.9,16.7,36.2,6.2,2.7,34.7,21015,7220.0,21015,753.0
21023,29.6,24.9,44.0,9.1,4.1,38.1,21023,752.0,21023,57.0
21037,22.8,17.5,37.8,6.7,2.9,35.9,21037,5258.0,21037,442.0
21041,22.2,26.2,42.6,9.1,4.3,37.7,21041,838.0,21041,120.0
21077,20.3,25.4,40.6,8.2,3.7,37.4,21077,761.0,21077,13.0
21081,27.4,24.0,41.3,7.6,3.4,37.6,21081,2111.0,21081,259.0
21089,29.1,21.8,44.0,9.1,4.0,38.6,21089,3594.0,21089,337.0
21097,19.6,23.2,43.9,8.8,4.0,38.6,21097,1858.0,21097,70.0
21103,17.1,24.7,43.4,8.9,4.1,38.0,21103,1546.0,21103,99.0
21117,24.2,20.0,37.0,6.5,2.9,35.1,21117,11164.0,21117,901.0
21135,24.7,30.7,48.4,11.6,5.5,41.3,21135,1338.0,21135,12.0
21161,25.6,21.8,43.9,8.6,4.0,36.4,21161,1706.0,21161,67.0
21185,21.2,15.4,35.6,5.9,2.5,35.6,21185,2948.0,21185,223.0
21187,25.0,23.8,45.2,9.0,4.0,39.9,21187,907.0,21187,45.0
21191,20.9,24.3,41.6,8.6,3.8,38.5,21191,1492.0,21191,143.0
21201,20.1,23.8,46.8,10.9,4.9,41.0,21201,137.0,21201,5.0
21223,21.2,23.6,42.9,8.8,3.9,38.4,21223,854.0,21223,81.0
26005,24.7,19.0,34.9,7.1,3.2,34.0,26005,6553.0,26005,234.0
26011,19.8,21.5,41.3,10.1,4.5,40.4,26011,1392.0,26011,106.0
26015,22.8,18.8,34.8,7.2,3.2,37.3,26015,3757.0,26015,370.0
26017,22.8,20.9,36.2,8.4,3.8,37.0,26017,7117.0,26017,732.0
26019,21.0,17.0,38.3,8.8,3.7,38.5,26019,1262.0,26019,147.0
26021,19.9,18.9,36.9,8.1,3.9,35.9,26021,9391.0,26021,763.0
26023,23.9,22.1,36.2,8.5,3.9,36.1,26023,2807.0,26023,226.0
26025,26.2,21.5,35.6,7.7,3.7,35.9,26025,9393.0,26025,744.0
26027,21.0,19.6,37.3,8.3,3.8,37.7,26027,3901.0,26027,353.0
26035,23.0,24.2,41.1,10.5,4.9,40.7,26035,3675.0,26035,259.0
26037,22.9,16.7,32.3,6.7,2.9,34.7,26037,4791.0,26037,343.0
26045,22.0,16.8,34.9,6.8,3.1,35.6,26045,8355.0,26045,642.0
26049,27.3,21.2,38.3,7.8,4.0,37.6,26049,37035.0,26049,2704.0
26051,20.2,22.3,42.6,10.7,4.8,41.2,26051,2333.0,26051,183.0
26057,21.6,21.1,35.1,7.6,3.5,33.9,26057,2908.0,26057,133.0
26059,24.8,20.6,37.4,8.5,3.9,37.7,26059,3218.0,26059,317.0
26063,22.6,20.6,39.8,9.8,4.3,38.1,26063,2321.0,26063,136.0
26065,21.6,16.3,28.2,5.8,2.8,31.4,26065,19183.0,26065,1328.0
26067,22.9,21.0,34.5,6.8,3.1,32.8,26067,4164.0,26067,354.0
26069,21.0,21.2,43.2,11.0,4.9,41.1,26069,2209.0,26069,220.0
26073,22.1,19.2,29.0,6.2,3.0,29.1,26073,4886.0,26073,292.0
26075,24.8,19.2,35.3,7.7,3.5,35.9,26075,10609.0,26075,807.0
26077,20.2,17.4,31.0,6.1,2.9,32.1,26077,17180.0,26077,891.0
26081,18.2,16.2,30.6,5.8,2.8,31.5,26081,35447.0,26081,2052.0
26085,23.0,24.1,46.3,12.3,5.8,42.7,26085,1588.0,26085,126.0
26087,22.3,19.3,36.0,7.8,3.5,36.4,26087,5720.0,26087,409.0
26091,23.5,19.1,34.5,7.7,3.5,33.7,26091,6540.0,26091,540.0
26093,18.3,15.7,32.3,6.5,2.8,33.5,26093,9041.0,26093,469.0
26099,24.2,17.4,35.6,6.8,3.3,37.0,26099,57878.0,26099,3684.0
26101,18.5,19.0,39.0,9.2,4.1,38.2,26101,1941.0,26101,130.0
26105,20.4,19.8,37.9,9.3,4.2,37.6,26105,2175.0,26105,137.0
26107,20.9,19.8,34.2,7.8,3.5,34.1,26107,3242.0,26107,234.0
26111,17.4,16.8,33.9,7.1,3.1,35.6,26111,5003.0,26111,407.0
26113,21.0,21.4,37.4,8.8,3.9,36.9,26113,1215.0,26113,70.0
26115,21.1,19.0,36.6,7.4,3.4,35.0,26115,11128.0,26115,897.0
26117,21.9,21.9,35.9,7.8,3.6,34.6,26117,5284.0,26117,397.0
26121,26.2,20.9,36.9,7.5,3.7,37.2,26121,11569.0,26121,1391.0
26123,23.5,21.6,36.7,8.6,3.9,36.5,26123,4877.0,26123,336.0
26125,17.3,13.2,32.1,5.9,2.8,34.4,26125,65665.0,26125,3400.0
26127,21.1,20.6,35.9,9.1,4.1,37.9,26127,2044.0,26127,121.0
26129,23.7,22.3,42.6,10.6,4.8,40.7,26129,2122.0,26129,179.0
26133,23.7,22.5,40.4,9.3,4.2,38.2,26133,2032.0,26133,185.0
26139,17.4,15.6,27.6,5.9,2.6,31.1,26139,12352.0,26139,977.0
26143,24.8,20.3,44.4,11.4,5.0,42.0,26143,2384.0,26143,185.0
26145,23.3,20.2,37.2,8.0,4.0,35.8,26145,15636.0,26145,1116.0
26147,21.0,20.3,35.7,8.0,3.6,36.6,26147,12614.0,26147,1024.0
26149,21.8,21.7,35.3,8.2,3.8,36.9,26149,4389.0,26149,407.0
26151,25.7,21.4,38.8,9.2,4.1,39.3,26151,3295.0,26151,223.0
26155,23.4,19.5,35.2,7.7,3.4,36.1,26155,5194.0,26155,589.0
26157,22.8,22.1,38.0,8.7,4.0,36.7,26157,5031.0,26157,351.0
26159,23.5,21.2,35.2,8.3,3.8,35.2,26159,4813.0,26159,321.0
26161,15.2,12.6,24.9,5.1,2.4,27.9,26161,17197.0,26161,1125.0
26163,25.3,21.1,36.9,7.3,4.2,34.7,26163,148112.0,26163,7591.0
26165,24.0,20.8,37.4,8.4,3.8,37.3,26165,2258.0,26165,464.0
39001,29.8,28.1,41.0,9.9,4.6,37.2,39001,3010.0,39001,208.0
39003,29.8,21.6,36.2,8.7,3.8,31.6,39003,8038.0,39003,673.0
39005,24.4,22.2,35.7,8.5,3.7,33.4,39005,3431.0,39005,177.0
39007,26.9,26.0,38.7,10.1,4.5,36.7,39007,7597.0,39007,563.0
39009,23.6,23.0,30.1,7.0,3.1,26.8,39009,5024.0,39009,506.0
39011,23.4,20.9,36.7,8.0,3.4,32.5,39011,2200.0,39011,117.0
39013,29.8,23.1,36.0,8.9,3.9,35.1,39013,4792.0,39013,262.0
39015,27.2,25.5,38.2,9.2,4.1,35.1,39015,3416.0,39015,380.0
39017,22.2,19.0,32.7,6.7,3.1,31.2,39017,21149.0,39017,1740.0
39019,25.0,23.5,38.0,9.7,4.2,34.3,39019,2105.0,39019,225.0
39021,23.9,23.5,37.3,8.3,3.7,33.2,39021,2593.0,39021,170.0
39023,25.9,22.5,39.7,9.0,4.1,36.6,39023,10535.0,39023,1031.0
39025,27.1,20.6,34.8,7.5,3.3,33.0,39025,15365.0,39025,1173.0
39027,27.6,23.7,35.7,8.3,3.8,33.7,39027,3310.0,39027,393.0
39029,28.5,25.5,38.9,9.3,4.1,34.2,39029,7382.0,39029,1239.0
39031,28.8,25.7,38.7,9.7,4.4,34.4,39031,2751.0,39031,189.0
39033,24.9,24.5,39.7,9.5,4.2,37.4,39033,3285.0,39033,238.0
39035,25.1,20.2,35.4,7.9,3.9,32.2,39035,90215.0,39035,5973.0
39037,24.3,23.4,36.8,9.0,4.0,35.5,39037,2820.0,39037,368.0
39039,25.1,20.4,36.0,8.0,3.5,33.0,39039,2214.0,39039,252.0
39041,18.4,14.5,29.2,5.4,2.4,30.2,39041,7607.0,39041,716.0
39043,25.3,19.6,39.3,8.8,3.9,36.1,39043,5170.0,39043,531.0
39045,26.0,20.3,34.8,6.9,3.1,32.2,39045,9728.0,39045,733.0
39047,30.4,26.1,39.1,9.1,4.1,34.4,39047,2950.0,39047,147.0
39049,23.9,19.5,31.3,5.9,3.0,29.5,39049,75070.0,39049,5251.0
39051,23.7,21.5,34.7,8.0,3.5,32.3,39051,2884.0,39051,231.0
39053,29.0,26.2,38.4,9.2,4.1,33.8,39053,3021.0,39053,135.0
39055,21.2,17.7,36.1,8.1,3.4,35.8,39055,3442.0,39055,299.0
39057,21.3,17.2,32.9,6.9,3.0,31.1,39057,8948.0,39057,944.0
39059,26.1,26.4,38.5,9.7,4.3,34.8,39059,3151.0,39059,315.0
39061,23.6,20.5,34.0,7.0,3.4,29.1,39061,48354.0,39061,3004.0
39063,21.6,20.0,32.0,7.6,3.2,33.2,39063,3406.0,39063,217.0
39065,28.4,22.8,35.5,7.8,3.5,32.2,39065,2067.0,39065,176.0
39067,23.1,25.2,40.8,9.9,4.4,35.4,39067,1152.0,39067,64.0
39069,18.9,21.0,35.7,8.2,3.5,33.0,39069,1654.0,39069,116.0
39071,26.8,27.3,38.7,9.6,4.4,34.8,39071,3880.0,39071,446.0
39073,29.7,25.1,37.4,9.3,4.1,35.1,39073,2421.0,39073,134.0
39075,19.5,27.9,34.2,8.3,4.0,32.5,39075,1414.0,39075,59.0
39077,22.2,24.2,34.7,8.5,3.7,32.5,39077,4749.0,39077,319.0
39079,30.0,27.8,39.6,9.3,4.2,36.0,39079,3594.0,39079,423.0
39081,31.7,24.0,39.9,9.6,4.3,34.5,39081,5298.0,39081,374.0
39083,23.5,19.9,34.5,8.0,3.4,31.3,39083,3924.0,39083,389.0
39085,20.4,18.1,34.1,7.9,3.4,33.7,39085,12906.0,39085,1309.0
39087,34.2,25.2,40.8,9.4,4.3,36.1,39087,7039.0,39087,508.0
39089,25.5,20.3,35.1,7.3,3.3,33.0,39089,11819.0,39089,1567.0
39091,27.9,23.4,37.3,8.4,3.7,34.1,39091,2682.0,39091,273.0
39093,25.7,20.5,35.1,8.2,3.6,32.6,39093,19665.0,39093,1221.0
39095,26.8,21.7,35.7,7.8,3.9,31.2,39095,32911.0,39095,1860.0
39097,24.9,22.6,34.9,7.5,3.3,31.7,39097,2944.0,39097,178.0
39099,29.7,21.7,37.6,9.0,4.3,34.5,39099,17003.0,39099,1160.0
39101,28.3,25.8,40.1,8.9,4.0,35.2,39101,5447.0,39101,531.0
39103,21.1,17.7,33.7,7.0,3.0,32.8,39103,8495.0,39103,615.0
39105,30.9,27.4,40.8,10.4,4.8,37.2,39105,2385.0,39105,75.0
39107,23.4,20.4,33.9,8.0,3.4,32.4,39107,1607.0,39107,140.0
39109,19.5,21.6,35.0,7.9,3.4,33.1,39109,5350.0,39109,365.0
39111,25.1,23.6,41.0,10.4,4.6,37.7,39111,1100.0,39111,74.0
39113,26.7,20.5,37.2,7.8,3.9,33.0,39113,38008.0,39113,3794.0
39115,25.8,26.6,42.1,10.6,4.9,35.8,39115,1504.0,39115,44.0
39117,29.1,24.2,37.6,8.3,3.7,33.8,39117,2762.0,39117,163.0
39119,27.3,23.2,38.6,8.9,3.9,34.8,39119,6171.0,39119,388.0
39121,26.0,24.1,45.0,12.5,5.2,39.9,39121,815.0,39121,88.0
39123,25.2,19.3,38.0,9.5,3.9,36.4,39123,2029.0,39123,120.0
39125,23.9,22.7,36.3,8.6,3.8,34.0,39125,1596.0,39125,145.0
39127,30.0,26.0,39.5,8.7,3.9,35.8,39127,3538.0,39127,283.0
39129,20.8,23.2,35.5,7.7,3.5,31.3,39129,4301.0,39129,237.0
39131,31.7,27.6,40.4,9.8,4.6,37.1,39131,3513.0,39131,413.0
39133,23.3,19.3,32.7,7.1,3.1,32.1,39133,9033.0,39133,967.0
39135,24.7,21.9,35.9,8.3,3.6,34.7,39135,2771.0,39135,311.0
39137,23.5,18.8,34.0,7.7,3.3,31.4,39137,1373.0,39137,28.0
39139,30.4,24.5,38.5,8.6,4.1,34.8,39139,9237.0,39139,685.0
39141,29.5,26.9,39.1,8.8,3.9,31.4,39141,6771.0,39141,531.0
39143,21.9,22.4,35.9,8.6,3.8,32.2,39143,4442.0,39143,471.0
39145,30.6,28.2,39.3,9.8,4.5,37.2,39145,9013.0,39145,799.0
39147,24.0,22.8,36.1,8.2,3.7,32.4,39147,3464.0,39147,244.0
39149,21.3,22.5,34.5,8.1,3.6,32.1,39149,2946.0,39149,142.0
39151,25.2,21.1,34.6,8.4,3.8,31.9,39151,22967.0,39151,2043.0
39153,24.7,20.7,34.7,7.8,3.6,30.4,39153,33308.0,39153,2749.0
39155,28.0,24.2,36.3,9.7,4.4,33.9,39155,15580.0,39155,1211.0
39157,23.1,24.3,37.9,8.8,4.0,31.8,39157,6819.0,39157,369.0
39159,23.4,18.2,29.2,5.9,2.5,29.0,39159,2914.0,39159,167.0
39161,23.1,20.7,37.0,8.3,3.6,35.1,39161,1982.0,39161,76.0
39163,34.3,29.8,40.4,10.0,4.6,37.7,39163,1356.0,39163,113.0
39165,19.8,16.1,29.8,6.2,2.6,31.7,39165,10734.0,39165,601.0
39167,27.3,22.5,38.6,9.1,4.0,32.8,39167,4641.0,39167,693.0
39169,22.7,21.6,34.7,8.4,3.6,33.2,39169,6435.0,39169,558.0
39171,22.3,22.5,35.7,8.5,3.7,32.2,39171,2655.0,39171,208.0
39173,23.6,18.9,31.2,6.5,2.9,29.4,39173,7214.0,39173,613.0
39175,22.6,21.6,38.9,8.4,3.6,35.0,39175,1077.0,39175,60.0
54007,25.2,25.9,46.1,11.7,5.0,39.5,54007,969.0,54007,322.0
54011,23.9,21.9,40.6,8.8,3.9,33.9,54011,7748.0,54011,584.0
54013,22.4,25.6,48.3,12.4,5.3,40.4,54013,551.0,54013,11.0
54015,24.0,28.4,47.2,12.1,5.3,41.6,54015,1263.0,54015,80.0
54017,21.3,24.1,43.7,10.1,4.2,39.4,54017,481.0,54017,4.0
54021,19.4,22.4,40.6,8.3,3.6,34.5,54021,518.0,54021,14.0
54035,21.6,23.1,44.3,9.8,4.1,39.9,54035,2830.0,54035,264.0
54051,25.7,21.8,44.3,10.3,4.1,40.2,54051,2565.0,54051,221.0
54053,33.0,22.5,45.8,10.1,4.3,40.1,54053,1781.0,54053,193.0
54069,23.6,18.9,41.6,9.0,3.8,38.0,54069,2694.0,54069,216.0
54073,19.6,23.5,42.3,9.3,3.8,37.0,54073,451.0,54073,34.0
54079,22.8,18.3,39.9,8.3,3.4,37.9,54079,2515.0,54079,105.0
54085,23.6,23.9,47.2,11.0,4.6,41.3,54085,1192.0,54085,120.0
54087,24.4,25.7,46.3,11.7,5.0,40.7,54087,2018.0,54087,77.0
54095,25.5,22.3,45.9,10.3,4.2,40.5,54095,830.0,54095,47.0
54103,21.8,23.1,44.7,10.8,4.6,39.2,54103,1239.0,54103,31.0
54105,21.5,26.6,46.7,11.7,5.0,40.4,54105,636.0,54105,25.0
54107,27.9,22.0,44.2,9.7,4.0,38.3,54107,6981.0,54107,854.0
12011,23.0,15.5,31.7,6.7,3.5,32.1,12011,83683.0,12011,4854.0
12085,22.1,15.0,35.7,9.7,4.3,36.3,12085,7296.0,12085,518.0
12086,24.1,14.6,31.9,6.8,3.4,31.3,12086,107362.0,12086,4138.0
12099,21.8,15.0,34.0,8.3,3.9,33.0,12099,64084.0,12099,3542.0
12111,23.8,17.8,37.8,9.1,4.4,34.6,12111,18503.0,12111,2464.0
24037,22.2,15.3,34.1,5.9,2.8,34.0,24037,5602.0,24037,973.0
24039,31.2,19.2,42.6,7.5,4.1,35.2,24039,1442.0,24039,90.0
24047,22.9,14.3,42.6,8.6,3.9,39.9,24047,3147.0,24047,188.0
37001,25.0,18.4,36.3,7.3,3.7,34.4,37001,9216.0,37001,987.0
37007,23.7,22.5,42.6,8.7,5.1,35.8,37007,1761.0,37007,160.0
37013,22.0,18.9,41.8,9.4,4.7,37.7,37013,3036.0,37013,162.0
37015,23.3,22.7,47.4,10.1,6.3,37.7,37015,1842.0,37015,170.0
37017,22.7,21.3,43.9,9.9,5.5,38.3,37017,2069.0,37017,294.0
37019,20.1,15.8,41.0,9.5,4.2,41.7,37019,8189.0,37019,900.0
37025,21.4,16.2,32.4,5.9,2.9,33.2,37025,10916.0,37025,771.0
37029,18.8,18.9,35.8,7.2,3.4,35.4,37029,863.0,37029,96.0
37031,23.3,15.9,37.5,8.5,3.7,38.5,37031,4200.0,37031,871.0
37033,19.0,20.3,41.9,8.9,4.8,37.3,37033,1991.0,37033,227.0
37037,15.4,14.0,35.8,8.2,3.8,36.4,37037,3831.0,37037,224.0
37041,20.5,19.0,43.4,9.7,5.1,38.4,37041,1022.0,37041,45.0
37047,25.0,22.1,42.6,9.5,5.1,37.1,37047,3996.0,37047,335.0
37049,21.6,17.0,35.2,7.6,3.7,33.4,37049,5931.0,37049,1282.0
37051,27.0,19.5,32.7,6.2,3.4,29.0,37051,19833.0,37051,7730.0
37053,19.7,17.1,34.4,6.9,3.1,35.4,37053,1196.0,37053,314.0
37055,19.6,14.5,35.7,7.5,3.2,37.8,37055,1871.0,37055,178.0
37057,23.8,19.6,37.5,8.0,3.9,36.7,37057,11685.0,37057,849.0
37059,20.6,17.5,36.0,8.3,3.7,37.2,37059,2870.0,37059,283.0
37061,23.6,20.2,39.7,9.1,4.9,36.0,37061,4038.0,37061,297.0
37063,23.4,14.4,30.9,5.3,2.9,29.1,37063,14380.0,37063,1502.0
37065,22.7,21.4,45.9,9.1,5.6,37.0,37065,3949.0,37065,330.0
37067,22.6,16.3,33.6,6.9,3.5,33.1,37067,20299.0,37067,1470.0
37069,28.3,18.7,37.4,7.4,3.8,35.7,37069,5060.0,37069,765.0
37073,22.0,19.5,41.3,8.8,4.7,37.3,37073,985.0,37073,139.0
37077,22.6,19.0,37.6,7.6,4.0,35.2,37077,4181.0,37077,295.0
37079,21.2,22.6,39.8,8.4,4.7,34.5,37079,1851.0,37079,193.0
37081,22.4,16.1,33.9,6.5,3.4,32.6,37081,26456.0,37081,2718.0
37083,24.1,23.7,47.7,10.2,6.2,37.9,37083,4509.0,37083,192.0
37085,20.6,19.0,32.9,6.5,3.4,31.5,37085,8271.0,37085,2545.0
37091,22.8,21.1,44.5,9.0,5.6,35.2,37091,1952.0,37091,166.0
37093,24.4,21.0,34.0,6.0,3.6,31.0,37093,4196.0,37093,1324.0
37095,19.0,22.3,42.7,9.4,5.0,38.1,37095,352.0,37095,0.0
37101,26.7,18.1,34.0,6.6,3.2,33.9,37101,14492.0,37101,1396.0
37103,21.4,21.9,45.0,10.1,5.5,39.2,37103,920.0,37103,92.0
37105,25.0,18.9,35.6,7.7,3.9,33.8,37105,5459.0,37105,330.0
37107,26.5,21.4,43.3,9.3,5.3,36.3,37107,5834.0,37107,513.0
37117,21.3,21.0,45.7,10.0,5.7,38.6,37117,1746.0,37117,303.0
37123,18.8,19.7,38.3,8.8,4.4,36.4,37123,2244.0,37123,112.0
37125,19.4,14.8,37.1,7.8,3.6,36.3,37125,4890.0,37125,1069.0
37127,23.4,19.1,39.4,7.9,4.3,35.4,37127,6786.0,37127,829.0
37129,20.9,15.0,33.4,6.5,3.1,33.9,37129,12498.0,37129,848.0
37131,23.1,21.0,49.7,10.7,6.4,39.5,37131,1113.0,37131,224.0
37133,23.7,17.8,26.2,4.8,2.4,27.1,37133,10828.0,37133,4851.0
37135,17.6,11.7,28.0,5.2,2.4,29.1,37135,5488.0,37135,416.0
37137,19.9,18.2,44.2,10.4,4.9,40.7,37137,831.0,37137,168.0
37139,23.5,17.9,37.3,7.1,3.8,33.7,37139,2611.0,37139,291.0
37141,24.4,18.5,36.6,7.6,3.6,37.3,37141,4413.0,37141,682.0
37143,20.4,18.1,42.9,9.8,4.8,39.6,37143,979.0,37143,127.0
37145,20.8,19.3,39.9,8.2,4.3,36.3,37145,3767.0,37145,303.0
37147,25.9,16.8,33.7,6.1,3.3,31.7,37147,11411.0,37147,980.0
37151,22.0,20.2,36.0,8.3,3.9,36.2,37151,12782.0,37151,929.0
37153,22.1,22.2,41.1,8.7,4.8,36.1,37153,3266.0,37153,211.0
37155,35.3,26.2,42.5,9.3,5.6,36.4,37155,9276.0,37155,803.0
37157,23.1,20.9,40.3,8.8,4.5,37.4,37157,7570.0,37157,231.0
37159,23.3,19.7,36.1,7.9,3.9,35.1,37159,11571.0,37159,814.0
37163,25.3,20.8,39.0,8.6,4.7,35.3,37163,4034.0,37163,344.0
37165,23.8,24.4,43.2,9.4,5.5,37.0,37165,2372.0,37165,220.0
37167,21.9,19.1,35.9,7.9,3.7,36.2,37167,4737.0,37167,538.0
37169,20.5,21.0,37.6,9.0,4.1,38.2,37169,3996.0,37169,393.0
37177,20.6,21.6,42.5,9.4,5.2,36.5,37177,153.0,37177,31.0
37179,21.9,15.6,30.9,5.8,2.8,32.7,37179,8837.0,37179,745.0
37181,23.0,20.9,43.7,8.7,5.1,36.5,37181,3737.0,37181,514.0
37183,17.1,11.7,29.2,4.8,2.4,30.2,37183,43205.0,37183,4698.0
37185,20.5,21.4,48.2,10.6,6.1,38.9,37185,1634.0,37185,118.0
37187,22.2,21.1,46.9,10.7,6.1,39.1,37187,1098.0,37187,112.0
37191,27.0,19.9,37.0,7.7,4.2,33.6,37191,7216.0,37191,1178.0
37195,27.5,20.8,40.1,8.7,4.9,35.6,37195,5458.0,37195,593.0
45015,24.9,17.9,36.2,6.5,3.3,34.7,45015,12234.0,45015,2148.0
45019,20.3,14.4,33.8,6.2,3.2,34.1,45019,17055.0,45019,1805.0
45025,32.5,22.3,45.3,9.1,5.0,39.3,45025,4045.0,45025,312.0
45027,22.8,20.8,48.1,10.0,5.7,40.0,45027,2915.0,45027,266.0
45031,28.1,20.8,44.6,8.8,5.0,38.5,45031,5487.0,45031,345.0
45033,29.5,25.2,48.0,9.4,5.6,39.3,45033,2417.0,45033,147.0
45035,23.4,17.5,36.6,6.4,3.3,36.0,45035,9385.0,45035,1593.0
45041,31.3,19.4,43.0,7.8,4.3,34.7,45041,8406.0,45041,956.0
45043,27.0,16.4,46.5,9.6,4.8,40.7,45043,4136.0,45043,548.0
45051,26.1,19.1,42.1,9.2,4.2,38.4,45051,27010.0,45051,2653.0
45055,26.7,18.5,41.2,7.9,4.1,38.4,45055,4866.0,45055,686.0
45061,29.2,22.6,47.9,9.1,5.7,36.9,45061,1317.0,45061,86.0
45067,30.8,22.9,48.1,9.6,6.0,38.0,45067,2625.0,45067,115.0
45069,30.9,26.8,48.4,10.0,6.2,38.9,45069,2666.0,45069,95.0
45085,30.1,20.0,42.1,7.5,4.4,34.8,45085,7472.0,45085,1059.0
45089,31.2,21.2,51.9,9.4,5.9,40.1,45089,2902.0,45089,302.0
51001,27.4,19.9,44.7,10.0,5.3,36.5,51001,1861.0,51001,227.0
51003,18.4,11.4,30.1,5.8,2.6,31.4,51003,3428.0,51003,515.0
51005,25.1,20.1,42.6,9.4,4.4,38.0,51005,973.0,51005,207.0
51007,22.3,19.6,41.8,8.3,4.3,38.1,51007,1025.0,51007,66.0
51009,23.4,18.4,40.3,8.0,4.0,35.7,51009,2199.0,51009,113.0
51011,23.1,18.8,39.7,8.0,4.0,35.1,51011,1260.0,51011,53.0
51015,26.2,18.5,37.7,7.8,3.6,37.4,51015,3878.0,51015,253.0
51017,21.4,20.3,44.8,10.8,5.0,39.9,51017,161.0,51017,24.0
51019,20.8,16.3,37.2,7.5,3.4,36.4,51019,4238.0,51019,525.0
51023,22.3,16.0,38.3,7.8,3.4,36.7,51023,1478.0,51023,137.0
51025,24.1,21.7,45.9,8.8,5.3,35.9,51025,1025.0,51025,45.0
51029,22.9,22.2,43.7,8.5,4.7,35.4,51029,1120.0,51029,106.0
51031,24.3,19.0,38.6,7.9,3.9,35.5,51031,3576.0,51031,303.0
51033,23.0,18.1,37.7,6.6,3.5,33.4,51033,1800.0,51033,274.0
